dz_name,pn_name,confidence_tier,score,match_method,kv,dz_zone,pn_zone,n_candidates_considered,runner_up_pn_name,runner_up_score,s_name,s_topo,s_sig,s_zone,s_geo,n_fires,margin,frac_x_diff,unmatch_reason
FTR_FTR_G3,FTR_18KV_2,weak,0.749975694381502,weighted_score,18,E_GRIMES   ,EAST,3,FTR_18KV_3,0.74992444558536,0.5,1.0,1.0,1.0,0.9997569438150199,4.0,5.124879614204492e-05,,
FTR_FTR_G4,FTR_22KV_1,strong,0.7499337143378488,weighted_score,22,E_GRIMES   ,EAST,1,,,0.5,1.0,1.0,1.0,0.9993371433784879,4.0,1.0,,
FTR_1_5,FTR_345KV_1,strong,0.799912632541133,weighted_score,345,E_GRIMES   ,EAST,1,,,1.0,0.0,1.0,1.0,0.9991263254113297,4.0,1.0,,
FREC_GT1,FREC_18KV_6,weak,0.6636178272750705,weighted_score,18,E_FREESTONE,EAST,6,FREC_18KV_1,0.6636127763204245,0.7272727272727273,0.0,1.0,1.0,0.9998146363870678,3.0,5.050954645979822e-06,,
FREC_GT2,FREC_18KV_6,weak,0.6636178272750705,weighted_score,18,E_FREESTONE,EAST,6,FREC_18KV_1,0.6636127763204245,0.7272727272727273,0.0,1.0,1.0,0.9998146363870678,3.0,5.050954645979822e-06,,
FREC_ST3,FREC_18KV_6,weak,0.6636178272750705,weighted_score,18,E_FREESTONE,EAST,6,FREC_18KV_1,0.6636127763204245,0.7272727272727273,0.0,1.0,1.0,0.9998146363870678,3.0,5.050954645979822e-06,,
FREC_GT4,FREC_18KV_6,weak,0.6636178272750705,weighted_score,18,E_FREESTONE,EAST,6,FREC_18KV_1,0.6636127763204245,0.7272727272727273,0.0,1.0,1.0,0.9998146363870678,3.0,5.050954645979822e-06,,
FREC_GT5,FREC_18KV_6,weak,0.6636178272750705,weighted_score,18,E_FREESTONE,EAST,6,FREC_18KV_1,0.6636127763204245,0.7272727272727273,0.0,1.0,1.0,0.9998146363870678,3.0,5.050954645979822e-06,,
FREC_ST6,FREC_18KV_6,weak,0.6636178272750705,weighted_score,18,E_FREESTONE,EAST,6,FREC_18KV_1,0.6636127763204245,0.7272727272727273,0.0,1.0,1.0,0.9998146363870678,3.0,5.050954645979822e-06,,
OGSES_UNIT1A,OGSES_24KV_1,weak,0.6315195388287487,weighted_score,24,E_ROBERTSON,EAST,2,OGSES_24KV_2,0.6314001968567313,0.6666666666666666,0.0,1.0,1.0,0.9818620549541534,3.0,0.00011934197201735053,,
OGSES_UNIT2,OGSES_24KV_1,weak,0.6315195388287487,weighted_score,24,E_ROBERTSON,EAST,2,OGSES_24KV_2,0.6314001968567313,0.6666666666666666,0.0,1.0,1.0,0.9818620549541534,3.0,0.00011934197201735053,,
OAKGROV1_5,,unmatched,0.43078111443397743,no_strong_candidate_match,345,E_ROBERTSON,,59,TOKSW_345KV_1,0.43078111443397743,0.3333333333333333,1.0,0.0,1.0,0.6411444776731074,3.0,0.11588417168830484,,no_strong_candidate_match
OAKGROV2_5,,unmatched,0.43078111443397743,no_strong_candidate_match,345,E_ROBERTSON,,59,TOKSW_345KV_1,0.43078111443397743,0.3333333333333333,1.0,0.0,1.0,0.6411444776731074,3.0,0.11588417168830484,,no_strong_candidate_match
NACPW_UNIT1,NACPW_13KV_1,strong,0.8330850220084132,weighted_score,13,E_NACOGDOCH,EAST,1,,,0.6666666666666666,1.0,1.0,1.0,0.9975168867507971,4.0,1.0,,
NACPW_1_8,NACPW_138KV_1,strong,0.799694483928665,weighted_score,138,E_NACOGDOCH,EAST,1,,,1.0,0.0,1.0,1.0,0.9969448392866502,4.0,1.0,,
KELAM_SL_S1,KELAM_SL_34KV_1,strong,0.7446568831712993,weighted_score,34,E_VAN ZANDT,EAST,1,,,0.8888888888888888,1.0,0.5,1.0,0.0021243872685495348,4.0,1.0,,
KELAM_SL_C1,,unmatched,0.44465688317129937,no_strong_candidate_match,34,E_VAN ZANDT,,1,KELAM_SL_34KV_1,0.44465688317129937,0.8888888888888888,0.0,0.0,1.0,0.0021243872685495348,2.0,1.0,,no_strong_candidate_match
KELAM_SL_8,KELAM_SL_138KV_1,strong,0.7002122900772397,weighted_score,138,E_VAN ZANDT,EAST,1,,,1.0,0.0,1.0,1.0,0.002122900772397859,3.0,1.0,,
TREB_SLR_S1,TREB_SLR_34KV_1,weak,0.5466428720141213,weighted_score,34,E_CALHOUN  ,COAS,1,,,0.8888888888888888,0.0,0.5,1.0,0.021984275696769157,3.0,1.0,,
TREB_SLR_C1,,unmatched,0.44664287201412134,no_strong_candidate_match,34,E_CALHOUN  ,,1,TREB_SLR_34KV_1,0.44664287201412134,0.8888888888888888,0.0,0.0,1.0,0.021984275696769157,2.0,1.0,,no_strong_candidate_match
TREB_SLR_8,TREB_SLR_138KV_1,weak,0.5355374435425153,weighted_score,138,E_CALHOUN  ,COAS,1,,,0.6666666666666666,0.0,1.0,1.0,0.022041102091820274,2.0,1.0,,
NCO_G1,NCO_34KV_1,strong,0.7811766295902599,weighted_score,34,E_BRAZORIA ,COAS,1,,,0.75,1.0,1.0,1.0,0.06176629590260016,3.0,1.0,,
NCO_8,NCO_138KV_1,strong,0.706199437549469,weighted_score,138,E_BRAZORIA ,COAS,1,,,1.0,0.0,1.0,1.0,0.061994375494690265,3.0,1.0,,
BLUEJAY_S1,BLUEJAY_34KV_2,weak,0.8024515190983994,weighted_score,34,E_GRIMES   ,EAST,2,BLUEJAY_34KV_1,0.8023761518751201,0.875,1.0,0.5,1.0,0.649515190983995,5.0,7.536722327927681e-05,,
BLUEJAY_8,BLUEJAY_138KV_1,strong,0.9653623579042228,weighted_score,138,E_GRIMES   ,EAST,1,,,1.0,1.0,1.0,1.0,0.6536235790422288,5.0,1.0,,
RPUBRDS_G1,RPUBRDS_34KV_1,strong,0.9356479742675364,weighted_score,34,E_ROBERTSON,EAST,1,,,0.875,1.0,1.0,1.0,0.9814797426753651,5.0,1.0,,
RPUBRDS_8,RPUBRDS_138KV_1,strong,0.9979162395501494,weighted_score,138,E_ROBERTSON,EAST,1,,,1.0,1.0,1.0,1.0,0.9791623955014952,5.0,1.0,,
BR_ARROW_S1,BR_ARROW_34KV_1,weak,0.7500599879614193,weighted_score,34,E_HOPKINS  ,EAST,2,BR_ARROW_34KV_2,0.750046038751566,0.8888888888888888,1.0,0.5,1.0,0.05615543516974899,4.0,1.3949209853314493e-05,,
BR_ARROW_S2,BR_ARROW_34KV_1,weak,0.7500599879614193,weighted_score,34,E_HOPKINS  ,EAST,2,BR_ARROW_34KV_2,0.750046038751566,0.8888888888888888,1.0,0.5,1.0,0.05615543516974899,4.0,1.3949209853314493e-05,,
BR_ARROW_C1,,unmatched,0.4500599879614193,no_strong_candidate_match,34,E_HOPKINS  ,,2,BR_ARROW_34KV_1,0.4500599879614193,0.8888888888888888,0.0,0.0,1.0,0.05615543516974899,2.0,1.3949209853314493e-05,,no_strong_candidate_match
BR_ARROW_5,BR_ARROW_345KV_1,strong,0.7056264686432544,weighted_score,345,E_HOPKINS  ,EAST,1,,,1.0,0.0,1.0,1.0,0.05626468643254453,3.0,1.0,,
BLUEJAY_S2,BLUEJAY_34KV_2,weak,0.8024515190983994,weighted_score,34,E_GRIMES   ,EAST,2,BLUEJAY_34KV_1,0.8023761518751201,0.875,1.0,0.5,1.0,0.649515190983995,5.0,7.536722327927681e-05,,
BLUEJAY_B1,BLUEJAY_34KV_2,weak,0.5024515190983995,weighted_score,34,E_GRIMES   ,EAST,2,BLUEJAY_34KV_1,0.5023761518751202,0.875,0.0,0.0,1.0,0.649515190983995,3.0,7.536722327927681e-05,,
BOARDCRK_W1,BOARDCRK_34KV_1,weak,0.6441396916774877,weighted_score,34,E_NAVARRO  ,NCEN,2,BOARDCRK_34KV_2,0.6440716067464886,0.8888888888888888,0.0,0.5,1.0,0.9969524723304333,4.0,6.808493099919044e-05,,
BOARDCRK_W2,BOARDCRK_34KV_1,weak,0.6441396916774877,weighted_score,34,E_NAVARRO  ,NCEN,2,BOARDCRK_34KV_2,0.6440716067464886,0.8888888888888888,0.0,0.5,1.0,0.9969524723304333,4.0,6.808493099919044e-05,,
BOARDCRK_C1,BOARDCRK_34KV_1,weak,0.5441396916774878,weighted_score,34,E_NAVARRO  ,NCEN,2,BOARDCRK_34KV_2,0.5440716067464886,0.8888888888888888,0.0,0.0,1.0,0.9969524723304333,3.0,6.808493099919044e-05,,
BOARDCRK_SUB,BOARDCRK_230KV_1,strong,0.8997900598477808,weighted_score,230,E_NAVARRO  ,NCEN,1,,,0.8,1.0,1.0,1.0,0.9979005984778083,5.0,1.0,,
BOARDCRK_5,BOARDCRK_345KV_1,strong,0.7998356015168521,weighted_score,345,E_NAVARRO  ,NCEN,1,,,1.0,0.0,1.0,1.0,0.9983560151685208,4.0,1.0,,
STAM_SLR_S2,STAM_SLR_34KV_1,weak,0.5473980512792903,weighted_score,34,E_HOPKINS  ,EAST,2,STAM_SLR_34KV_2,0.5473919505567774,0.8888888888888888,0.0,0.5,1.0,0.029536068348458688,3.0,6.100722512947243e-06,,
STAM_SLR_L,STAM_SLR_34KV_1,weak,0.5473980512792903,weighted_score,34,E_HOPKINS  ,EAST,2,STAM_SLR_34KV_2,0.5473919505567774,0.8888888888888888,0.0,0.5,1.0,0.029536068348458688,3.0,6.100722512947243e-06,,
STAM_SLR_C1,,unmatched,0.4473980512792903,no_strong_candidate_match,34,E_HOPKINS  ,,2,STAM_SLR_34KV_1,0.4473980512792903,0.8888888888888888,0.0,0.0,1.0,0.029536068348458688,2.0,6.100722512891732e-06,,no_strong_candidate_match
STAM_SLR_C2,,unmatched,0.4473980512792903,no_strong_candidate_match,34,E_HOPKINS  ,,2,STAM_SLR_34KV_1,0.4473980512792903,0.8888888888888888,0.0,0.0,1.0,0.029536068348458688,2.0,6.100722512891732e-06,,no_strong_candidate_match
STAM_SLR_5,STAM_SLR_345KV_1,weak,0.5362906684838541,weighted_score,345,E_HOPKINS  ,EAST,1,,,0.6666666666666666,0.0,1.0,1.0,0.029573351505208106,2.0,1.0,,
LMO_B1,LMO_34KV_1,strong,0.8032840997509946,weighted_score,34,E_GRIMES   ,EAST,1,,,0.75,1.0,1.0,1.0,0.28284099750994696,3.0,1.0,,
LMO_5,LMO_345KV_1,strong,0.7284770967437555,weighted_score,345,E_GRIMES   ,EAST,1,,,1.0,0.0,1.0,1.0,0.28477096743755526,3.0,1.0,,
GRIM_SLR_S1,GRIM_SLR_34KV_2,weak,0.5646681212426506,weighted_score,34,E_GRIMES   ,EAST,2,GRIM_SLR_34KV_1,0.5645646066957024,0.8888888888888888,0.0,0.5,1.0,0.2022367679820625,3.0,0.0001035145469482357,,
GRIM_SLR_S2,GRIM_SLR_34KV_2,weak,0.5646681212426506,weighted_score,34,E_GRIMES   ,EAST,2,GRIM_SLR_34KV_1,0.5645646066957024,0.8888888888888888,0.0,0.5,1.0,0.2022367679820625,3.0,0.0001035145469482357,,
GRIM_SLR_8,GRIM_SLR_138KV_1,weak,0.5536162711216793,weighted_score,138,E_GRIMES   ,EAST,1,,,0.6666666666666666,0.0,1.0,1.0,0.2028293778834596,2.0,1.0,,
HOPKNSLR_S1,HOPKNSLR_34KV_1,weak,0.5488764754057538,weighted_score,34,E_HOPKINS  ,EAST,2,HOPKNSLR_34KV_2,0.5488597140196659,0.8888888888888888,0.0,0.5,1.0,0.04432030961309434,3.0,1.6761386087860153e-05,,
HOPKNSLR_S2,HOPKNSLR_34KV_1,weak,0.5488764754057538,weighted_score,34,E_HOPKINS  ,EAST,2,HOPKNSLR_34KV_2,0.5488597140196659,0.8888888888888888,0.0,0.5,1.0,0.04432030961309434,3.0,1.6761386087860153e-05,,
HOPKNSLR_C1,,unmatched,0.44887647540575387,no_strong_candidate_match,34,E_HOPKINS  ,,2,HOPKNSLR_34KV_1,0.44887647540575387,0.8888888888888888,0.0,0.0,1.0,0.04432030961309434,2.0,1.6761386087915664e-05,,no_strong_candidate_match
HOPKNSLR_C2,,unmatched,0.44887647540575387,no_strong_candidate_match,34,E_HOPKINS  ,,2,HOPKNSLR_34KV_1,0.44887647540575387,0.8888888888888888,0.0,0.0,1.0,0.04432030961309434,2.0,1.6761386087915664e-05,,no_strong_candidate_match
HOPKNSLR_5,HOPKNSLR_345KV_1,weak,0.5890483848489859,weighted_score,345,E_HOPKINS  ,EAST,1,,,0.7692307692307693,0.0,1.0,1.0,0.044330002336012996,2.0,1.0,,
PINEFRST_B1,PINEFRST_34KV_1,weak,0.8444444444444443,weighted_score,34,E_HOPKINS  ,EAST,3,PINEFRST_34KV_2,0.8444444444444443,0.8888888888888888,1.0,1.0,1.0,0.0,4.0,0.0,,
PINEFRST_S1,PINEFRST_34KV_1,weak,0.7444444444444444,weighted_score,34,E_HOPKINS  ,EAST,3,PINEFRST_34KV_2,0.7444444444444444,0.8888888888888888,1.0,0.5,1.0,0.0,4.0,0.0,,
PINEFRST_S2,PINEFRST_34KV_1,weak,0.7444444444444444,weighted_score,34,E_HOPKINS  ,EAST,3,PINEFRST_34KV_2,0.7444444444444444,0.8888888888888888,1.0,0.5,1.0,0.0,4.0,0.0,,
PINEFRST_C1,,unmatched,0.4444444444444444,no_strong_candidate_match,34,E_HOPKINS  ,,3,PINEFRST_34KV_1,0.4444444444444444,0.8888888888888888,0.0,0.0,1.0,0.0,2.0,0.0,,no_strong_candidate_match
PINEFRST_C3,,unmatched,0.4444444444444444,no_strong_candidate_match,34,E_HOPKINS  ,,3,PINEFRST_34KV_1,0.4444444444444444,0.8888888888888888,0.0,0.0,1.0,0.0,2.0,0.0,,no_strong_candidate_match
PINEFRST_5,PINEFRST_345KV_1,strong,0.7,weighted_score,345,E_HOPKINS  ,EAST,1,,,1.0,0.0,1.0,1.0,0.0,3.0,1.0,,
CARTWHL_B1,CARTWHL_34KV_1,strong,0.8374999999999999,weighted_score,34,E_HOPKINS  ,EAST,1,,,0.875,1.0,1.0,1.0,0.0,4.0,1.0,,
CARTWHL_5,CARTWHL_345KV_1,strong,0.7,weighted_score,345,E_HOPKINS  ,EAST,1,,,1.0,0.0,1.0,1.0,0.0,3.0,1.0,,
TDWLPR_1_B1,TDWLPR_1_34KV_2,weak,0.554827426859609,weighted_score,34,E_ROBERTSON,EAST,2,TDWLPR_1_34KV_1,0.5547843611047157,0.8888888888888888,0.0,0.5,1.0,0.10382982415164503,3.0,4.3065754893212294e-05,,
TDWLPR_1_B2,TDWLPR_1_34KV_2,weak,0.554827426859609,weighted_score,34,E_ROBERTSON,EAST,2,TDWLPR_1_34KV_1,0.5547843611047157,0.8888888888888888,0.0,0.5,1.0,0.10382982415164503,3.0,4.3065754893212294e-05,,
TDWLPR_1_C1,,unmatched,0.4444444444444444,no_strong_candidate_match,34,E_ROBERTSON,,2,TDWLPR_1_34KV_1,0.4444444444444444,0.8888888888888888,0.0,0.0,1.0,0.0,2.0,0.0,,no_strong_candidate_match
TDWLPR_1_C2,,unmatched,0.4444444444444444,no_strong_candidate_match,34,E_ROBERTSON,,2,TDWLPR_1_34KV_1,0.4444444444444444,0.8888888888888888,0.0,0.0,1.0,0.0,2.0,0.0,,no_strong_candidate_match
TDWLPR_1_5,TDWLPR_1_345KV_1,strong,0.8389729396073059,weighted_score,345,E_ROBERTSON,EAST,1,,,0.8571428571428571,1.0,1.0,1.0,0.10401511035877356,4.0,1.0,,
AMAD_ESS_B1,AMAD_ESS_34KV_1,weak,0.6444444444444444,weighted_score,34,E_VAN ZANDT,EAST,1,,,0.8888888888888888,0.0,1.0,1.0,0.0,3.0,1.0,,
AMAD_ESS_8,AMAD_ESS_138KV_1,weak,0.5285714285714286,weighted_score,138,E_VAN ZANDT,EAST,2,AMAD_ESS_138KV_2,0.5285714285714286,0.8571428571428571,0.0,0.5,1.0,0.0,3.0,0.0,,
PPEC_N7,PPEC_18KV_1,weak,0.6000000000000001,weighted_score,18,E_FREESTONE,EAST,2,PPEC_18KV_2,0.6000000000000001,0.8,0.0,1.0,1.0,0.0,3.0,0.0,,
PPEC_N8,PPEC_18KV_1,weak,0.6000000000000001,weighted_score,18,E_FREESTONE,EAST,2,PPEC_18KV_2,0.6000000000000001,0.8,0.0,1.0,1.0,0.0,3.0,0.0,,
PPEC_5,PPEC_345KV_1,weak,0.5666666666666667,weighted_score,345,E_FREESTONE,EAST,2,PPEC_345KV_2,0.5,1.0,0.0,0.3333333333333333,1.0,0.0,2.0,0.06666666666666665,,
FLCNS_UNIT1,FLCNS_13KV_1,weak,0.6261437501706393,weighted_score,13,E_HOWARD   ,FWES,3,FLCNS_13KV_3,0.6260995090828124,0.6666666666666666,0.0,1.0,1.0,0.9281041683730594,3.0,4.424108782685732e-05,,
FLCNS_UNIT2,FLCNS_13KV_1,weak,0.6261437501706393,weighted_score,13,E_HOWARD   ,FWES,3,FLCNS_13KV_3,0.6260995090828124,0.6666666666666666,0.0,1.0,1.0,0.9281041683730594,3.0,4.424108782685732e-05,,
FLCNS_UNIT3,FLCNS_13KV_1,weak,0.6261437501706393,weighted_score,13,E_HOWARD   ,FWES,3,FLCNS_13KV_3,0.6260995090828124,0.6666666666666666,0.0,1.0,1.0,0.9281041683730594,3.0,4.424108782685732e-05,,
PB2SES_CT1,PB2SES_13KV_4,weak,0.6999905337636949,weighted_score,13,E_WARD     ,FWES,5,PB2SES_13KV_5,0.6999696929952981,0.8,0.0,1.0,1.0,0.9999053376369482,4.0,2.0840768396812592e-05,,
PB2SES_CT2,PB2SES_13KV_4,weak,0.6999905337636949,weighted_score,13,E_WARD     ,FWES,5,PB2SES_13KV_5,0.6999696929952981,0.8,0.0,1.0,1.0,0.9999053376369482,4.0,2.0840768396812592e-05,,
PB2SES_CT3,PB2SES_13KV_4,weak,0.6999905337636949,weighted_score,13,E_WARD     ,FWES,5,PB2SES_13KV_5,0.6999696929952981,0.8,0.0,1.0,1.0,0.9999053376369482,4.0,2.0840768396812592e-05,,
PB2SES_CT4,PB2SES_13KV_4,weak,0.6999905337636949,weighted_score,13,E_WARD     ,FWES,5,PB2SES_13KV_5,0.6999696929952981,0.8,0.0,1.0,1.0,0.9999053376369482,4.0,2.0840768396812592e-05,,
PB2SES_CT5,PB2SES_13KV_4,weak,0.6999905337636949,weighted_score,13,E_WARD     ,FWES,5,PB2SES_13KV_5,0.6999696929952981,0.8,0.0,1.0,1.0,0.9999053376369482,4.0,2.0840768396812592e-05,,
KUN_WIND_LGE,,unmatched,0.4256176971544177,no_strong_candidate_match,34,E_CULBERSON,,1,KUNITZ_34KV_1,0.4256176971544177,0.4444444444444444,0.0,1.0,1.0,0.03395474932195524,2.0,1.0,,no_strong_candidate_match
SGM_SIGNALMT,SGMTN_24KV_1,strong,0.7266787949346758,weighted_score,24,E_HOWARD   ,FWES,1,,,0.47058823529411764,1.0,1.0,1.0,0.9138467728761697,4.0,1.0,,
SW_MESA_1_8,SW_MESA_138KV_1,strong,0.7702269435580854,weighted_score,138,E_UPTON    ,FWES,1,,,1.0,0.0,1.0,1.0,0.7022694355808545,4.0,1.0,,
OECCS_CT11,OECCS_18KV_1,weak,0.6835654344327211,weighted_score,18,E_ECTOR    ,FWES,6,OECCS_18KV_5,0.6834912439596743,0.7692307692307693,0.0,1.0,1.0,0.9895004981733645,3.0,7.419047304679793e-05,,
OECCS_CT12,OECCS_18KV_1,weak,0.6835654344327211,weighted_score,18,E_ECTOR    ,FWES,6,OECCS_18KV_5,0.6834912439596743,0.7692307692307693,0.0,1.0,1.0,0.9895004981733645,3.0,7.419047304679793e-05,,
OECCS_UNIT1,OECCS_18KV_1,weak,0.6322833831506698,weighted_score,18,E_ECTOR    ,FWES,6,OECCS_18KV_5,0.632209192677623,0.6666666666666666,0.0,1.0,1.0,0.9895004981733645,3.0,7.419047304679793e-05,,
OECCS_CT21,OECCS_18KV_1,weak,0.6835654344327211,weighted_score,18,E_ECTOR    ,FWES,6,OECCS_18KV_5,0.6834912439596743,0.7692307692307693,0.0,1.0,1.0,0.9895004981733645,3.0,7.419047304679793e-05,,
OECCS_CT22,OECCS_18KV_1,weak,0.6835654344327211,weighted_score,18,E_ECTOR    ,FWES,6,OECCS_18KV_5,0.6834912439596743,0.7692307692307693,0.0,1.0,1.0,0.9895004981733645,3.0,7.419047304679793e-05,,
OECCS_UNIT2,OECCS_18KV_1,weak,0.6322833831506698,weighted_score,18,E_ECTOR    ,FWES,6,OECCS_18KV_5,0.632209192677623,0.6666666666666666,0.0,1.0,1.0,0.9895004981733645,3.0,7.419047304679793e-05,,
OECCS_1_5,OECCS_345KV_2,weak,0.7986268916611864,weighted_score,345,E_ECTOR    ,FWES,2,OECCS_345KV_1,0.7983291813141119,1.0,0.0,1.0,1.0,0.9862689166118644,4.0,0.00029771034707448685,,
OECCS_2_5,OECCS_345KV_2,weak,0.7986268916611864,weighted_score,345,E_ECTOR    ,FWES,2,OECCS_345KV_1,0.7983291813141119,1.0,0.0,1.0,1.0,0.9862689166118644,4.0,0.00029771034707448685,,
INDN_INDNNWP,INDNNWP_34KV_1,strong,0.7677302024175302,weighted_score,34,E_PECOS    ,FWES,1,,,0.7368421052631579,1.0,0.5,1.0,0.9930914978595126,4.0,1.0,,
INDNNWP_2,INDNNWP_138KV_1,strong,0.7689431456310345,weighted_score,138,E_PECOS    ,FWES,1,,,1.0,0.0,1.0,1.0,0.6894314563103454,4.0,1.0,,
INDN_INDN_C1,,unmatched,0.3716917989354081,no_strong_candidate_match,34,E_PECOS    ,,1,INDNNWP_34KV_1,0.3716917989354081,0.5555555555555556,0.0,0.0,1.0,0.939140211576303,2.0,1.0,,no_strong_candidate_match
INDN_INDN_C2,,unmatched,0.3716917989354081,no_strong_candidate_match,34,E_PECOS    ,,1,INDNNWP_34KV_1,0.3716917989354081,0.5555555555555556,0.0,0.0,1.0,0.939140211576303,2.0,1.0,,no_strong_candidate_match
INDN_INDN_C3,,unmatched,0.3716917989354081,no_strong_candidate_match,34,E_PECOS    ,,1,INDNNWP_34KV_1,0.3716917989354081,0.5555555555555556,0.0,0.0,1.0,0.939140211576303,2.0,1.0,,no_strong_candidate_match
WOO_WOODWRD1,WOODWRD1_34KV_1,weak,0.6064648250223826,weighted_score,34,E_PECOS    ,FWES,2,WOODWRD2_34KV_1,0.6057110375343491,0.7368421052631579,0.0,1.0,1.0,0.3804377239080371,3.0,0.0007537874880335638,,
WOODWRD1_1_8,WOODWRD1_138KV_1,weak,0.9046051229062828,weighted_score,138,E_PECOS    ,FWES,2,WOODWRD2_138KV_1,0.9039727445451925,0.9333333333333333,1.0,1.0,1.0,0.3793845623961608,5.0,0.0006323783610903133,,
WOO_WOODWRD2,WOODWRD2_34KV_1,strong,0.8443651695947965,weighted_score,34,E_PECOS    ,FWES,2,WOODWRD1_34KV_1,0.6431788195131455,0.7368421052631579,1.0,1.0,1.0,0.7594411696321758,4.0,0.20118635008165098,,
WOODWRD2_2,WOODWRD2_138KV_1,weak,0.6391265948497491,weighted_score,138,E_PECOS    ,FWES,2,WOODWRD1_138KV_1,0.6378581415197241,0.9333333333333333,0.5,0.0,1.0,0.7245992818308243,4.0,0.00126845333002501,,
KING__KINGSW,KING_NE_34KV_1,weak,0.5167683918290729,weighted_score,34,E_CRANE    ,FWES,4,KING_NW_34KV_1,0.5156727706784573,0.7058823529411765,0.0,0.5,1.0,0.6382721535848456,3.0,0.0010956211506155666,,
KING_SW_1_8,KING_SW_138KV_1,weak,0.5884558937285299,weighted_score,138,E_CRANE    ,FWES,7,KING_SE_138KV_1,0.5880023034863151,0.7272727272727273,0.0,1.0,1.0,0.24819530092166223,2.0,0.0004535902422148075,,
KING_SW_2_8,,unmatched,0.43503384601336326,no_strong_candidate_match,138,E_CRANE    ,,7,KINGMO_138KV_1,0.43503384601336326,0.8,0.0,0.0,1.0,0.3503384601336321,3.0,0.04657795228483341,,no_strong_candidate_match
KINGSW_CB1,,unmatched,0.4362984755267208,no_strong_candidate_match,34,E_CRANE    ,,4,KING_SW_34KV_1,0.4362984755267208,0.75,0.0,0.0,1.0,0.6129847552672077,2.0,0.05997126016823623,,no_strong_candidate_match
KING__KINGNW,KING_NW_34KV_1,weak,0.6928406072591705,weighted_score,34,E_CRANE    ,FWES,4,KING_SW_34KV_1,0.4414618956894149,0.7368421052631579,1.0,0.5,1.0,0.24419554627591594,3.0,0.2513787115697556,,
KING_NW_1_8,KING_NW_138KV_1,strong,0.7232277350785308,weighted_score,138,E_CRANE    ,FWES,1,,,1.0,0.0,1.0,1.0,0.23227735078530876,3.0,1.0,,
KINGNW_CB1,,unmatched,0.3994249340558789,no_strong_candidate_match,34,E_CRANE    ,,4,KING_NW_34KV_1,0.3994249340558789,0.75,0.0,0.0,1.0,0.24424934055878925,1.0,0.06124713915699559,,no_strong_candidate_match
KING_NW_8,KING_NW_138KV_1,strong,0.5227888424587538,weighted_score,138,E_CRANE    ,FWES,1,,,1.0,0.0,0.0,1.0,0.22788842458753777,2.0,1.0,,
KING__KINGNE,KING_NE_34KV_1,weak,0.6919185877287718,weighted_score,34,E_CRANE    ,FWES,4,KING_SE_34KV_1,0.44050966170860345,0.7368421052631579,1.0,0.5,1.0,0.23497535097192856,3.0,0.25140892602016834,,
KING_NE_1_8,KING_NE_138KV_1,strong,0.7720857596016241,weighted_score,138,E_CRANE    ,FWES,1,,,1.0,0.0,1.0,1.0,0.720857596016241,4.0,1.0,,
KINGNE_CB1,,unmatched,0.3984975350971929,no_strong_candidate_match,34,E_CRANE    ,,4,KING_NE_34KV_1,0.3984975350971929,0.75,0.0,0.0,1.0,0.23497535097192856,1.0,0.06069118129389711,,no_strong_candidate_match
KING__KINGSE,,unmatched,0.4715607227171046,no_strong_candidate_match,34,E_CRANE    ,,4,KING_NW_34KV_1,0.4715607227171046,0.7058823529411765,0.0,0.5,1.0,0.1861954624651627,2.0,0.0003877141672844475,,no_strong_candidate_match
KING_SE_1_8,KING_SW_138KV_1,weak,0.6515060539201715,weighted_score,138,E_CRANE    ,FWES,7,KING_SE_138KV_1,0.6501506945904533,0.7272727272727273,0.0,1.0,1.0,0.8786969028380776,3.0,0.0013553593297181976,,
K_SE_S1_CAP,,unmatched,0.3081463389134957,no_strong_candidate_match,34,E_CRANE    ,,126,TRBT_SLR_34KV_1,0.3081463389134957,0.21052631578947367,0.0,1.0,1.0,0.02883181018758823,2.0,2.1684969116197994e-05,,no_strong_candidate_match
CARBN_BSP_1,,unmatched,0.36101442216915697,no_strong_candidate_match,12,E_ONCOR_PUN,,1,CARBN_12KV_1,0.36101442216915697,0.7142857142857143,0.0,0.0,1.0,0.038715650262998204,1.0,1.0,,no_strong_candidate_match
MCDLD_FCW1,MCDLD_34KV_2,weak,0.5343911153021206,weighted_score,34,E_GLASSCOCK,FWES,2,MCDLD_34KV_1,0.5330527730293732,0.7142857142857143,0.0,0.5,1.0,0.7724825815926335,3.0,0.0013383422727474281,,
MCDLD_SBW1,MCDLD_34KV_2,weak,0.534189703369234,weighted_score,34,E_GLASSCOCK,FWES,2,MCDLD_34KV_1,0.5328560138364611,0.7142857142857143,0.0,0.5,1.0,0.7704684622637676,3.0,0.0013336895327729081,,
MCDLD_1_8,MCDLD_138KV_1,weak,0.6515074048235454,weighted_score,138,E_GLASSCOCK,FWES,2,MCDLD_138KV_2,0.4519588076324197,0.75,0.0,1.0,1.0,0.7650740482354551,3.0,0.19954859719112572,,
MCDLD_CB2,,unmatched,0.4616622308417614,no_strong_candidate_match,34,E_GLASSCOCK,,2,MCDLD_34KV_2,0.4616622308417614,0.7692307692307693,0.0,0.0,1.0,0.7704684622637676,2.0,0.0013336895327728526,,no_strong_candidate_match
