dz_name,pn_name,confidence_tier,score,match_method,kv,dz_zone,pn_zone,n_candidates_considered,runner_up_pn_name,runner_up_score,s_name,s_topo,s_sig,s_zone,s_geo,n_fires,margin,frac_x_diff,unmatch_reason
MCGREG_T_8,,unmatched,0.39892963568345985,no_strong_candidate_match,138,O_MCLENNAN ,,3,MCGREGOR_138KV_1,0.39892963568345985,0.75,0.0,0.0,1.0,0.2392963568345983,1.0,0.13688826151808514,,no_strong_candidate_match
CHINASPG1_8,CHINASPR_138KV_1,weak,0.5012173432125684,weighted_score,138,O_MCLENNAN ,NCEN,6,CHISOLM_138KV_1,0.4667682264508784,0.875,0.0,0.0,1.0,0.6371734321256837,3.0,0.03444911676168999,,
HARRISCK_8,,unmatched,0.3849664002576369,no_strong_candidate_match,138,O_MCLENNAN ,,3,HARIS_138KV_1,0.3849664002576369,0.7692307692307693,0.0,0.0,1.0,0.0035101564225228188,1.0,3.6883248355490394e-07,,no_strong_candidate_match
GROESBECP_8,GRSBK_138KV_1,weak,0.5259977491588587,weighted_score,138,O_LIMESTONE,NCEN,1667,BOZESSRC_138KV_1,0.33545539181867784,0.5714285714285714,0.0,1.0,1.0,0.40283463444572915,3.0,0.19054235734018082,,
AMERIGAST_8,AMGTP_138KV_1,weak,0.5032364525170372,weighted_score,138,O_LEON     ,EAST,321,GPMET_138KV_1,0.4150364843788647,0.5714285714285714,0.0,1.0,1.0,0.1752216680275147,2.0,0.08819996813817249,,
AMERIGAS1_8,AMGAS_138KV_1,weak,0.6104825553323826,weighted_score,138,O_LEON     ,EAST,321,BRGRS_138KV_1,0.49544327000769045,0.7692307692307693,0.0,1.0,1.0,0.2586717071699795,2.0,0.11503928532469215,,
MOORE_MI_8,,unmatched,0.4324373979820385,no_strong_candidate_match,138,O_BELL     ,,1,MOODY_138KV_1,0.4324373979820385,0.46153846153846156,0.0,1.0,1.0,0.016681672128077234,2.0,1.0,,no_strong_candidate_match
SCOTWHIT_T_8,,unmatched,0.46673597250542415,no_strong_candidate_match,138,O_BELL     ,,1667,WHTT2_138KV_2,0.46673597250542415,0.5333333333333333,0.0,1.0,1.0,0.000693058387574862,2.0,4.818440133003143e-07,,no_strong_candidate_match
BROWN1_9,,unmatched,0.40157136805088306,no_strong_candidate_match,69,O_LEON     ,,89,BNMAG_69KV_1,0.40157136805088306,0.4,0.0,1.0,1.0,0.015713680508830402,2.0,0.001321826825362915,,no_strong_candidate_match
WESTTXGF1_9,WTGLF_69KV_1,weak,0.5422628732154512,weighted_score,69,O_FREESTONE,EAST,89,ELKGF_69KV_1,0.43105795465389724,0.6153846153846154,0.0,1.0,1.0,0.34570565523143476,3.0,0.11120491856155396,,
WORTHAM1_9,,unmatched,0.26506614031728926,no_strong_candidate_match,69,O_FREESTONE,,1,WORJC_69KV_1,0.26506614031728926,0.5,0.0,0.0,1.0,0.15066140317289278,1.0,1.0,,no_strong_candidate_match
MEXIA2_T_9,MEXTP_69KV_1,weak,0.5084263908620401,weighted_score,69,O_LIMESTONE,NCEN,2,MEXIA_69KV_1,0.4160725702677634,0.6153846153846154,0.0,1.0,1.0,0.007340831697324108,2.0,0.09235382059427671,,
TEMPLE1_8,,unmatched,0.47826075336492285,no_strong_candidate_match,138,O_BELL     ,,1667,TMPLE_138KV_2,0.47826075336492285,0.9090909090909091,0.0,0.0,1.0,0.2371529881946832,2.0,0.00010131466077017981,,no_strong_candidate_match
TEMPLE_N1_8,TMPLE_138KV_1,weak,0.6084951346527757,weighted_score,138,O_BELL     ,NCEN,1667,TMPSE_138KV_1,0.589289454332363,0.7692307692307693,0.0,1.0,1.0,0.23879750037391026,2.0,0.0192056803204127,,
TEMP_NW1_8,,unmatched,0.45010061373985283,no_strong_candidate_match,138,O_BELL     ,,1667,MGPSW_138KV_1,0.45010061373985283,0.5,0.0,1.0,1.0,0.0010061373985282545,2.0,2.357004786740502e-05,,no_strong_candidate_match
BELTON1_8,,unmatched,0.36371814202278446,no_strong_candidate_match,138,O_BELL     ,,3,BELMT_138KV_2,0.36371814202278446,0.7272727272727273,0.0,0.0,1.0,0.0008177838642081827,1.0,9.165926850851491e-09,,no_strong_candidate_match
TEMPLE_S1_8,TMPLE_138KV_1,weak,0.5970874166208435,weighted_score,138,O_BELL     ,NCEN,1667,TMPSE_138KV_1,0.5573214342833704,0.7692307692307693,0.0,1.0,1.0,0.12472032005458887,2.0,0.03976598233747308,,
TEMP_SE1_8,TMPSE_138KV_1,weak,0.633320430485299,weighted_score,138,O_BELL     ,NCEN,1667,TMPLE_138KV_1,0.5547030664217034,0.6666666666666666,0.0,1.0,1.0,0.9998709715196562,3.0,0.07861736406359554,,
COOLG_SE1_9,COLDG_69KV_1,weak,0.6505220051363605,weighted_score,69,O_LIMESTONE,NCEN,338,CRANFLGP_69KV_1,0.43098747135397675,0.8,0.0,1.0,1.0,0.505220051363604,4.0,0.21953453378238375,,
KILLTAFD_8,,unmatched,0.30372028114690947,no_strong_candidate_match,138,O_BELL     ,,1,KILEN_138KV_1,0.30372028114690947,0.46153846153846156,0.0,0.0,1.0,0.7295105037767867,2.0,1.0,,no_strong_candidate_match
NOLANVIL1_8,NLNVL_138KV_1,weak,0.67927753803068,weighted_score,138,O_BELL     ,NCEN,1667,LAL_138KV_1,0.4728331101351794,0.7692307692307693,0.0,1.0,1.0,0.9466215341529534,3.0,0.2064444278955006,,
HARK_HTS1_8,,unmatched,0.4308274465587644,no_strong_candidate_match,138,O_BELL     ,,3,HARRY_138KV_1,0.4308274465587644,0.46153846153846156,0.0,1.0,1.0,0.0005821578953363819,2.0,0.12298944465745881,,no_strong_candidate_match
KILLTAFT_8,,unmatched,0.30004247837893705,no_strong_candidate_match,138,O_BELL     ,,1,KILEN_138KV_1,0.30004247837893705,0.46153846153846156,0.0,0.0,1.0,0.6927324760970629,2.0,1.0,,no_strong_candidate_match
KILCLARRDT_8,,unmatched,0.20996492590118088,no_strong_candidate_match,138,O_BELL     ,,1,KILEN_138KV_1,0.20996492590118088,0.4,0.0,0.0,1.0,0.0996492590118085,1.0,1.0,,no_strong_candidate_match
KILL1_8,KILEN_138KV_1,weak,0.5794225377621293,weighted_score,138,O_BELL     ,NCEN,1,,,0.6666666666666666,0.0,1.0,1.0,0.4608920442879597,3.0,1.0,,
KILLPARKT_8,,unmatched,0.4602756675092738,no_strong_candidate_match,138,O_BELL     ,,1,KILEN_138KV_1,0.4602756675092738,0.42857142857142855,0.0,1.0,1.0,0.4598995322355951,3.0,1.0,,no_strong_candidate_match
KILLPARK1_8,,unmatched,0.49034743856220125,no_strong_candidate_match,138,O_BELL     ,,1,KILEN_138KV_1,0.49034743856220125,0.46153846153846156,0.0,1.0,1.0,0.5957820779297044,3.0,1.0,,no_strong_candidate_match
LBELTON_P_8,LKBLT_138KV_1,weak,0.5350924438924053,weighted_score,138,O_BELL     ,NCEN,1667,LEMON_138KV_2,0.4857783384501124,0.5714285714285714,0.0,1.0,1.0,0.49378158178119536,3.0,0.049314105442292866,,
TEAGUE1_8,TEGMN_138KV_1,weak,0.511821989925662,weighted_score,138,O_FREESTONE,EAST,321,STEEPHLW_138KV_1,0.414539740443722,0.5454545454545454,0.0,1.0,1.0,0.39094717198389295,3.0,0.09728224948193998,,
KILN_FTHD_8,KILEN_138KV_1,weak,0.5155574974667958,weighted_score,138,O_BELL     ,NCEN,1,,,0.5714285714285714,0.0,1.0,1.0,0.2984321175251004,2.0,1.0,,
KILLFH_T_8,,unmatched,0.2570827990392525,no_strong_candidate_match,138,O_BELL     ,,1,KILEN_138KV_1,0.2570827990392525,0.46153846153846156,0.0,0.0,1.0,0.2631356827002175,1.0,1.0,,no_strong_candidate_match
KILNCC_8,KILEN_138KV_1,weak,0.5954722294960018,weighted_score,138,O_BELL     ,NCEN,1,,,0.7272727272727273,0.0,1.0,1.0,0.3183586585963799,3.0,1.0,,
KILL_FHW1_8,,unmatched,0.4527169453327572,no_strong_candidate_match,138,O_BELL     ,,1,KILEN_138KV_1,0.4527169453327572,0.46153846153846156,0.0,1.0,1.0,0.21947714563526394,2.0,1.0,,no_strong_candidate_match
COPPERCV1_8,,unmatched,0.30774300029106927,no_strong_candidate_match,138,O_CORYELL  ,,1,COPEL_138KV_1,0.30774300029106927,0.6153846153846154,0.0,0.0,1.0,0.0005069259876155915,1.0,1.0,,no_strong_candidate_match
MEXIA1_1_8,MEXIA_138KV_2,weak,0.5264455451673811,weighted_score,138,O_LIMESTONE,NCEN,2,MEXIA_138KV_1,0.5263058717565317,1.0,0.0,0.0,1.0,0.2644554516738109,2.0,0.00013967341084941687,,
HARKHTS_S18,,unmatched,0.41434220447227327,no_strong_candidate_match,138,O_BELL     ,,3,HARRY_138KV_1,0.41434220447227327,0.42857142857142855,0.0,1.0,1.0,0.0005649018655899433,2.0,0.12849010504653963,,no_strong_candidate_match
GROES_SE1_8,GRSMN_138KV_1,weak,0.7296752832674032,weighted_score,138,O_LIMESTONE,NCEN,1667,GRMES_138KV_1,0.6000421181228344,0.6,1.0,1.0,1.0,0.29675283267403163,3.0,0.1296331651445688,,
KILN_FHD_E_8,KILEN_138KV_1,weak,0.5451129727842492,weighted_score,138,O_BELL     ,NCEN,1,,,0.5333333333333333,0.0,1.0,1.0,0.7844630611758258,3.0,1.0,,
TEMPTAYV1_9,TMPTV_69KV_1,weak,0.6033898927446041,weighted_score,69,O_BELL     ,NCEN,338,MYPTX_69KV_1,0.4309005111922441,0.7692307692307693,0.0,1.0,1.0,0.187745081292194,2.0,0.17248938155236,,
OTTO_SE1_9,DUTTON_69KV_1,weak,0.5000435164681899,weighted_score,69,O_FALLS    ,WEST,370,ARROTT_69KV_1,0.5000194120013556,0.6,0.0,1.0,1.0,0.00043516468189921085,2.0,2.4104466834318217e-05,,
SALADO1_8,SALDS_138KV_1,weak,0.5733923750534167,weighted_score,138,O_BELL     ,NCEN,2,SALSW_138KV_1,0.4916257425257187,0.7272727272727273,0.0,1.0,1.0,0.09756011417052984,2.0,0.08176663252769795,,
MARLIN_S1_9,,unmatched,0.4667136987963733,no_strong_candidate_match,69,O_FALLS    ,,370,MASONSW_69KV_2,0.4667136987963733,0.5333333333333333,0.0,1.0,1.0,0.0004703212970660962,2.0,2.09844923202418e-05,,no_strong_candidate_match
LOTT_SE1_9,SCOTT_69KV_1,weak,0.5333604132512223,weighted_score,69,O_FALLS    ,WEST,370,ROBT_69KV_2,0.4500310984099218,0.6666666666666666,0.0,1.0,1.0,0.0002707991788899851,2.0,0.08332931484130052,,
LITRIVER1_9,LTLRV_69KV_1,weak,0.5154340351954328,weighted_score,69,O_BELL     ,NCEN,338,PLSNTGRV_69KV_1,0.4509283459740668,0.6153846153846154,0.0,1.0,1.0,0.07741727503125216,2.0,0.06450568922136607,,
TAYLOR1_8,TAYLOR_138KV_1,strong,0.5000101593479305,weighted_score,138,O_WILLIAMSO,SOUT,1,,,1.0,0.0,0.0,0.0,0.00010159347930450167,1.0,1.0,,
THORNDLN1_8,,unmatched,0.45007677167019244,no_strong_candidate_match,138,O_MILAM    ,,3,THOMASTN_138KV_2,0.45007677167019244,0.5,0.0,1.0,1.0,0.0007677167019245005,2.0,5.156285176610709e-09,,no_strong_candidate_match
HUTTOSS1_3,HUTTO_13KV_2,weak,0.711294115081391,weighted_score,13,O_WILLIAMSO,SCEN,2,HUTTO_13KV_1,0.7112411945430835,1.0,0.0,1.0,0.0,0.11294115081391029,2.0,5.29205383074105e-05,,
COPPCVE_8,COPEL_138KV_1,weak,0.5333843981184667,weighted_score,138,O_CORYELL  ,NCEN,1,,,0.6666666666666666,0.0,1.0,1.0,0.0005106478513343916,2.0,1.0,,
HUTTOSS1_8,HUTTO_138KV_1,weak,0.5779725488302216,weighted_score,138,O_WILLIAMSO,SCEN,2,HUTTO_138KV_2,0.5111665980734704,1.0,0.0,0.3333333333333333,0.0,0.11305882163554963,1.0,0.06680595075675122,,
LOTT_TSE_9,,unmatched,0.27275400571791797,no_strong_candidate_match,69,O_FALLS    ,,370,SCOTT_69KV_1,0.27275400571791797,0.5454545454545454,0.0,0.0,1.0,0.000267329906452744,1.0,2.184048468245603e-06,,no_strong_candidate_match
ROGERS1A_8,ROGRS_138KV_2,weak,0.5367855527832699,weighted_score,138,O_MILAM    ,SCEN,2,ROGRS_138KV_1,0.5364120320284657,0.9090909090909091,0.0,0.0,1.0,0.8224009823781532,3.0,0.0003735207548042352,,
ROCKDALE1_8,,unmatched,0.4858291925809769,no_strong_candidate_match,138,O_MILAM    ,,1,ROCKIS_138KV_1,0.4858291925809769,0.5714285714285714,0.0,1.0,1.0,0.001149068666912061,2.0,1.0,,no_strong_candidate_match
ASHWDS1,ASHWDS_138KV_1,strong,0.5121717088707695,weighted_score,138,O_WILLIAMSO,SCEN,1,,,1.0,0.0,0.0,0.0,0.12171708870769456,1.0,1.0,,
ASHWDS2,ASHWDS_138KV_1,strong,0.5121717088707695,weighted_score,138,O_WILLIAMSO,SCEN,1,,,1.0,0.0,0.0,0.0,0.12171708870769456,1.0,1.0,,
CAMERON_9,,unmatched,0.45783657260057065,no_strong_candidate_match,69,O_MILAM    ,,4,CAMRN_69KV_2,0.45783657260057065,0.8333333333333334,0.0,0.0,1.0,0.4116990593390397,3.0,0.0002892088568355877,,no_strong_candidate_match
MINERVA1_8,MNRVA_138KV_1,weak,0.6244325916286722,weighted_score,138,O_MILAM    ,SCEN,609,SMITHV_138KV_1,0.4317792152349874,0.8333333333333334,0.0,1.0,1.0,0.07765924962005491,3.0,0.19265337639368474,,
MINERVA1_9,,unmatched,0.4908532471208246,no_strong_candidate_match,69,O_MILAM    ,,134,MNRVA_69KV_1,0.4908532471208246,0.8333333333333334,0.0,0.3333333333333333,1.0,0.07519913787491261,2.0,0.0666350839269173,,no_strong_candidate_match
CAMERON1_9,,unmatched,0.457692296665991,no_strong_candidate_match,69,O_MILAM    ,,4,CAMRN_69KV_2,0.457692296665991,0.8333333333333334,0.0,0.0,1.0,0.41025629999324287,3.0,0.00028775176697293237,,no_strong_candidate_match
ROCKDALN1_9,RKDLN_69KV_1,weak,0.5875608704943783,weighted_score,69,O_MILAM    ,SCEN,134,LOCKHA_69KV_2,0.48595490007062736,0.7692307692307693,0.0,1.0,1.0,0.029454858789936422,2.0,0.10160597042375097,,
BELL_E_5,,unmatched,0.2914099836619626,no_strong_candidate_match,345,O_BELL     ,,1,BELM_SLR_345KV_1,0.2914099836619626,0.5714285714285714,0.0,0.0,1.0,0.05695697947676853,1.0,1.0,,no_strong_candidate_match
MARAK1_9,MARAK_69KV_2,weak,0.5177001830307351,weighted_score,69,O_MILAM    ,SCEN,2,MARAK_69KV_1,0.5176920478353934,1.0,0.0,0.0,1.0,0.17700183030735062,2.0,8.13519534170748e-06,,
MARLIN_8,,unmatched,0.3667105122288724,no_strong_candidate_match,138,O_FALLS    ,,293,MASN_138KV_1,0.3667105122288724,0.6,0.0,0.3333333333333333,1.0,0.00043845562205794826,1.0,0.023824401380282467,,no_strong_candidate_match
WACOMMP21_8,PCOMM_138KV_1,weak,0.5334083009785324,weighted_score,138,O_MCLENNAN ,NCEN,1667,WMMT2_138KV_1,0.46101065680997305,0.6666666666666666,0.0,1.0,1.0,0.0007496764519907816,2.0,0.07239764416855937,,
WACOMMP11_8,PCOMM_138KV_1,weak,0.5334083009785324,weighted_score,138,O_MCLENNAN ,NCEN,1667,WMMT2_138KV_1,0.46101065680997305,0.6666666666666666,0.0,1.0,1.0,0.0007496764519907816,2.0,0.07239764416855937,,
SALADOSS_5,,unmatched,0.4912656517739958,no_strong_candidate_match,345,O_BELL     ,,1,SALSW_345KV_1,0.4912656517739958,0.5454545454545454,0.0,1.0,1.0,0.1853837904672308,2.0,1.0,,no_strong_candidate_match
ROOKIE_8,ROCKIS_138KV_1,weak,0.5334468695692225,weighted_score,138,O_MILAM    ,SCEN,609,ROKSW_138KV_1,0.4866012018672498,0.6666666666666666,0.0,1.0,1.0,0.0011353623588914274,2.0,0.04684566770197268,,
RIESEL_8,,unmatched,0.48574023739374644,no_strong_candidate_match,138,O_FALLS    ,,293,TREADWEL_138KV_1,0.48574023739374644,0.5714285714285714,0.0,1.0,1.0,0.0002595167946073823,2.0,0.08570982382733089,,no_strong_candidate_match
HOGCREEK_5,HOGSW_345KV_1,weak,0.677972816786825,weighted_score,345,O_MILAM    ,SCEN,1,,,0.46153846153846156,1.0,1.0,1.0,0.47203586017594223,4.0,1.0,,
BRANGUS_5,BRGSW_345KV_1,weak,0.5501297658261265,weighted_score,345,O_BELL     ,NCEN,250,BALSW_345KV_1,0.4504926402259796,0.6666666666666666,0.0,1.0,1.0,0.16796432492793167,2.0,0.09963712560014687,,
GIBSON_5,GIBSW_345KV_1,strong,0.7898917471949095,weighted_score,345,O_MILAM    ,SCEN,1,,,0.7272727272727273,1.0,1.0,1.0,0.2625538355854588,3.0,1.0,,
CANNON_8,CANYON_138KV_1,weak,0.6167993913441236,weighted_score,138,O_MILAM    ,SCEN,4,CANSW_138KV_1,0.49316651943171674,0.8333333333333334,0.0,1.0,1.0,0.0013272467745690227,3.0,0.1236328719124069,,
FROW_8,FROWS_138KV_1,strong,0.8860862271302321,weighted_score,138,O_MCLENNAN ,NCEN,4,FROKS_138KV_1,0.5334463842189178,0.8888888888888888,1.0,1.0,1.0,0.4164178268578775,5.0,0.35263984291131434,,
BALE_S5,,unmatched,0.41430138722198057,no_strong_candidate_match,345,O_FALLS    ,,105,NEBULAST_345KV_1,0.41430138722198057,0.42857142857142855,0.0,1.0,1.0,0.00015672936266311634,2.0,0.03246763826174093,,no_strong_candidate_match
WALLEYE_8,,unmatched,0.3,no_strong_candidate_match,138,O_MILAM    ,,2,WAL_138KV_1,0.3,0.6,0.0,0.0,1.0,0.0,1.0,0.0692307692307692,,no_strong_candidate_match
REDHILL_8,,unmatched,0.2308773346529717,no_strong_candidate_match,138,O_HILL     ,,1,REDBUD_138KV_1,0.2308773346529717,0.46153846153846156,0.0,0.0,1.0,0.0010810388374091454,1.0,1.0,,no_strong_candidate_match
STRNGRSW_5,,unmatched,0.28599919894566533,no_strong_candidate_match,345,O_LIMESTONE,,1,STRATEGC_345KV_1,0.28599919894566533,0.5714285714285714,0.0,0.0,1.0,0.0028491323137962354,1.0,1.0,,no_strong_candidate_match
OLYMPSW_8,OLYSW_138KV_1,strong,0.7176334299420798,weighted_score,138,O_NAVARRO  ,NCEN,1,,,0.6,1.0,1.0,1.0,0.17633429942079884,3.0,1.0,,
GHOSTTOWN_8,GTNSW_138KV_1,weak,0.6214299326639632,weighted_score,138,O_EASTLAND ,NCEN,1667,MGPSW_138KV_1,0.4144902141642177,0.42857142857142855,1.0,1.0,1.0,0.07144218378248873,3.0,0.20693971849974546,,
MCFALL_9,MCFSW_69KV_1,weak,0.6773191873069777,weighted_score,69,O_MILAM    ,SCEN,1,,,0.5454545454545454,1.0,1.0,1.0,0.045919145797049525,3.0,1.0,,
SHALLION_8,SHALL_138KV_1,weak,0.5846153846153846,weighted_score,138,O_BELL     ,NCEN,2,SHAMP_138KV_1,0.4307692307692308,0.7692307692307693,0.0,1.0,1.0,0.0,2.0,0.15384615384615385,,
CHRLESHALL_8,,unmatched,0.4666666666666667,no_strong_candidate_match,138,O_MILAM    ,,1,CHRLY_138KV_1,0.4666666666666667,0.5333333333333333,0.0,1.0,1.0,0.0,2.0,1.0,,no_strong_candidate_match
STEKLY_DAM_5,,unmatched,0.3764936168255626,no_strong_candidate_match,345,O_FALLS    ,,105,OPENSKY_345KV_1,0.3764936168255626,0.35294117647058826,0.0,1.0,1.0,0.00023028590268508501,2.0,0.0431427204571293,,no_strong_candidate_match
BEULAH_5,,unmatched,0.47439483273069927,no_strong_candidate_match,345,O_MILAM    ,,72,BLHSW_345KV_1,0.47439483273069927,0.5454545454545454,0.0,1.0,1.0,0.01667560003426529,2.0,0.10739443470097665,,no_strong_candidate_match
KOLBLAKE_P8,,unmatched,0.4668216191316951,no_strong_candidate_match,138,O_ANGELINA ,,321,BLKTP_138KV_1,0.4668216191316951,0.5333333333333333,0.0,1.0,1.0,0.0015495246502846172,2.0,0.06636896063063347,,no_strong_candidate_match
LAWNDALE_8,LNDAL_138KV_1,weak,0.5846153846153846,weighted_score,138,O_HENDERSON,EAST,321,WINKLER_138KV_1,0.4666666666666667,0.7692307692307693,0.0,1.0,1.0,0.0,2.0,0.11794871794871797,,
ROWANCRK_8,,unmatched,0.4666708495352324,no_strong_candidate_match,138,O_HOWARD   ,,793,REWARDT_138KV_1,0.4666708495352324,0.5333333333333333,0.0,1.0,1.0,4.1828685657536593e-05,2.0,0.03589626692848641,,no_strong_candidate_match
BADGER_5,,unmatched,0.4764330359941991,no_strong_candidate_match,345,O_MILAM    ,,72,BGRSW_345KV_1,0.4764330359941991,0.5454545454545454,0.0,1.0,1.0,0.03705763266926406,2.0,0.12233865641075387,,no_strong_candidate_match
GINDALE_5,GDLSW_345KV_1,weak,0.5067060134195197,weighted_score,345,O_BELL     ,NCEN,250,HNDSW_345KV_1,0.3667084199790175,0.5,1.0,0.0,1.0,0.567060134195197,3.0,0.13999759344050222,,
YARRELTON_5,,unmatched,0.24083250389799632,no_strong_candidate_match,345,O_BELL     ,,2,YARSW_345KV_2,0.24083250389799632,0.42857142857142855,0.0,0.0,1.0,0.2654678961228204,1.0,0.00013651033587999684,,no_strong_candidate_match
RHINESLAKE_8,,unmatched,0.4666666666666667,no_strong_candidate_match,138,O_VANZANDT ,,321,GRSLK_138KV_1,0.4666666666666667,0.5333333333333333,0.0,1.0,1.0,0.0,2.0,0.04444444444444445,,no_strong_candidate_match
WOODBURY_8,,unmatched,0.3333333333333333,no_strong_candidate_match,138,O_HILL     ,,2,WOODROW_138KV_1,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.047619047619047616,,no_strong_candidate_match
WACOATCO2_8,,unmatched,0.4307692307692308,no_strong_candidate_match,138,O_MCLENNAN ,,1667,WATTP_138KV_2,0.4307692307692308,0.46153846153846156,0.0,1.0,1.0,0.0,2.0,0.023076923076923106,,no_strong_candidate_match
SKYBOX2_8,SKYBOX_138KV_1,weak,0.5,weighted_score,138,O_WILLIAMSO,SCEN,2,SKYBOX_138KV_2,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
LAURENLANE_8,,unmatched,0.3429519236296946,no_strong_candidate_match,138,O_HENDERSON,,321,IOLA_138KV_1,0.3429519236296946,0.2857142857142857,0.0,1.0,1.0,0.0009478077255177488,2.0,0.0014201565523392357,,no_strong_candidate_match
HOBSONLAKE_9,HOBLK_69KV_1,weak,0.5333333333333333,weighted_score,69,O_MILAM    ,SCEN,1,,,0.6666666666666666,0.0,1.0,1.0,0.0,2.0,1.0,,
MILDRED2_8,,unmatched,0.46695216746741636,no_strong_candidate_match,138,O_NAVARRO  ,,3,MILLERRD_138KV_1,0.46695216746741636,0.5333333333333333,0.0,1.0,1.0,0.0028550080074968456,2.0,0.16688603172445426,,no_strong_candidate_match
MDSSW1_3,MDSSW_13KV_1,weak,0.5895617966749136,weighted_score,13,O_MIDLAND  ,FWES,1,,,0.75,0.0,1.0,1.0,0.1456179667491361,2.0,1.0,,
AUSTIN1,AUSTIN_138KV_1,strong,0.5002008535669732,weighted_score,138,CPS        ,SCEN,1,,,1.0,0.0,0.0,0.0,0.002008535669732408,1.0,1.0,,
BR_STR56,BRAUNIG_1KV_2,weak,0.6105949261390182,weighted_score,1,CPS_GENS   ,SCEN,56,BRAUNIG_1KV_1,0.6096085651999452,0.3076923076923077,1.0,1.0,1.0,0.5674877229286435,4.0,0.0009863609390730055,,
BR_STR78,BRAUNIG_1KV_2,weak,0.6105949261390182,weighted_score,1,CPS_GENS   ,SCEN,56,BRAUNIG_1KV_1,0.6096085651999452,0.3076923076923077,1.0,1.0,1.0,0.5674877229286435,4.0,0.0009863609390730055,,
CAGNON3_8,CAGNON_138KV_2,weak,0.6605220069194664,weighted_score,138,CPS        ,SCEN,2,CAGNON_138KV_1,0.5279510550281897,1.0,0.0,0.6666666666666666,0.0,0.27188673586133133,2.0,0.13257095189127666,,
CAGNON2_8,CAGNON_138KV_1,weak,0.6273232541687275,weighted_score,138,CPS        ,SCEN,2,CAGNON_138KV_2,0.5765895654557871,1.0,0.5,0.0,0.0,0.27323254168727507,2.0,0.05073368871294037,,
JT_DEELY,,unmatched,0.3144334639042058,no_strong_candidate_match,138,CPS_GENS   ,,609,DECKER_138KV_1,0.3144334639042058,0.42857142857142855,0.0,0.5,1.0,0.00147749618491525,2.0,0.037445324338254704,,no_strong_candidate_match
ELMCREEK,ELMCREEK_345KV_1,strong,0.910515867866814,weighted_score,345,CPS        ,SCEN,1,,,1.0,1.0,1.0,0.0,0.10515867866814176,3.0,1.0,,
HOWARD,HOWARD_138KV_1,strong,0.9136433468209307,weighted_score,138,CPS        ,SCEN,1,,,1.0,1.0,1.0,0.0,0.13643346820930788,3.0,1.0,,
HOWARD_5,HOWARD_345KV_1,strong,0.9426207584008595,weighted_score,345,CPS        ,SCEN,1,,,1.0,1.0,1.0,0.0,0.42620758400859565,4.0,1.0,,
LAREDO1,LAREDO_138KV_2,weak,0.5000483276072507,weighted_score,138,CPS        ,SOUT,3,LAREDO_138KV_3,0.5000482837355963,1.0,0.0,0.0,0.0,0.00048327607250711667,1.0,4.387165442043539e-08,,
LCPSTR12,LEON_CRK_1KV_1,weak,0.7139521485307512,weighted_score,1,CPS_GENS   ,SCEN,56,LEON_CRK_1KV_2,0.7139263551134052,0.42857142857142855,1.0,1.0,1.0,0.9966643424503688,4.0,2.579341734598728e-05,,
LCPSTR34,LEON_CRK_1KV_1,weak,0.7139521485307512,weighted_score,1,CPS_GENS   ,SCEN,56,LEON_CRK_1KV_2,0.7139263551134052,0.42857142857142855,1.0,1.0,1.0,0.9966643424503688,4.0,2.579341734598728e-05,,
QUINTANA,QUINTANA_138KV_1,strong,0.7000807564495262,weighted_score,138,CPS        ,SOUT,1,,,1.0,0.0,1.0,0.0,0.0008075644952619893,2.0,1.0,,
SKYLINE_5,SKYLINE_345KV_1,strong,0.9164609899861828,weighted_score,345,CPS        ,SCEN,1,,,1.0,1.0,1.0,0.0,0.16460989986182867,3.0,1.0,,
SUTHRLND,SUTHRLND_138KV_1,strong,0.704442529004036,weighted_score,138,CPS        ,SCEN,1,,,1.0,0.0,1.0,0.0,0.04442529004036108,2.0,1.0,,
TUTTLE,TUTTLE_138KV_1,strong,0.7142284185717943,weighted_score,138,CPS_GENS   ,SCEN,1,,,1.0,0.0,1.0,1.0,0.14228418571794382,3.0,1.0,,
AVR_STR1,BRAUNIG_1KV_3,weak,0.527142580713755,weighted_score,1,CPS_GENS   ,SCEN,56,AUSTRO_1KV_2,0.3577925103637265,0.14285714285714285,1.0,1.0,1.0,0.5571400928518353,4.0,0.16935007035002847,,
RAYBURN9,RAYBURN_69KV_1,strong,0.7997481994979511,weighted_score,69,STEC       ,COAS,1,,,1.0,0.0,1.0,0.0,0.9974819949795107,3.0,1.0,,
RAYBURN8,RAYBURN_138KV_1,strong,0.9998360275240338,weighted_score,138,STEC       ,COAS,2,RAYBURN_138KV_2,0.5997664327813713,1.0,1.0,1.0,0.0,0.9983602752403389,4.0,0.40006959474266246,,
GALOWSW8,GALOW_138KV_1,strong,0.9045217063380168,weighted_score,138,E_JACKSON  ,COAS,1,,,1.0,1.0,1.0,1.0,0.04521706338016797,4.0,1.0,,
CAYCESW9,CAYCE_69KV_1,strong,0.745274749498968,weighted_score,69,STEC       ,COAS,1,,,1.0,0.0,1.0,0.0,0.4527474949896805,3.0,1.0,,
REFUGIOSUB9,REFUGIO_69KV_1,weak,0.5633589792248996,weighted_score,69,SPEC       ,SOUT,1,,,0.8235294117647058,0.0,0.5,1.0,0.5159427334254675,4.0,1.0,,
